ogif,https://ogif.epfl.ch/page-6294-fr.html,http://qa2-web-wordpress.epfl.ch/v1-testwp/ogif/fr/index-fr-html/,238.414769285,20170824.104413
clubmontagne,http://clubmontagne.epfl.ch,http://qa1-web-wordpress.epfl.ch/v1-testwp/clubmontagne,308.042787349,20170824.104545
cag2,http://cag.epfl.ch,http://qa1-web-wordpress.epfl.ch/v1-testwp/cag2,69.4008549232,20170824.104659
